Filter Type,Sample,surface,DN1,DN2,DN3,DNAVG
W,58,6,1640.8,1640.8,1640.8,1640.8
W,59,6,1640,1639.2,1638.4,1639.2
W,60,6,1638.4,1639.6,1640.8,1639.6
W,61,6,1641.6,1640.8,1640,1640.8
W,62,6,1638,1637.2,1636.4,1637.2
W,63,6,1638,1638.8,1639.6,1638.8
W,64,6,1638.8,1639.2,1639.6,1639.2
W,65,6,1640.8,1641.2,1642,1641.333333
W,66,6,1641.2,1640,1638,1639.733333
W,67,6,1637.2,1636.4,1636,1636.533333
W,68,6,1644.4,1645.2,1645.2,1644.933333
W,69,6,1646,1645.2,1645.2,1645.466667
W,70,6,1644.8,1645.6,1645.6,1645.333333
W,71,6,1645.6,1644.8,1644.8,1645.066667
W,72,6,1644.4,1645.2,1645.2,1644.933333
W,73,6,1646,1645.2,1645.2,1645.466667
W,74,6,1644.4,1645.2,1645.2,1644.933333
W,75,6,1646,1646,1646.4,1646.133333
W,76,6,1646,1644.8,1643.6,1644.8
W,77,6,1643.2,1644.4,1645.6,1644.4
W,78,6,1646.8,1647.6,1649.2,1647.866667
W,79,6,1557.2,1558,1557.2,1557.466667
W,80,6,1558,1557.2,1557.2,1557.466667
W,81,6,1555.6,1555.2,1555.2,1555.333333
W,82,6,1556.4,1556.8,1556.8,1556.666667
W,83,6,1556.8,1557.6,1558.4,1557.6
W,84,6,1559.6,1559.2,1558.4,1559.066667
W,85,6,1558.4,1558.4,1559.2,1558.666667
W,86,6,1559.6,1559.6,1559.2,1559.466667
W,87,6,1558.4,1558.4,1558.4,1558.4
W,88,6,1558.8,1558.4,1558.4,1558.533333
W,89,6,1471.6,1470.4,1469.2,1470.4
W,90,6,1469.6,1470.8,1472,1470.8
W,91,6,1471.6,1470.4,1469.2,1470.4
W,92,6,1469.6,1470,1470.4,1470
W,93,6,1470,1470.4,1471.2,1470.533333
W,94,6,1471.6,1471.2,1470,1470.933333
W,95,6,1469.6,1470,1470.4,1470
W,96,6,1469.6,1468,1467.2,1468.266667
W,97,6,1468,1469.2,1470,1469.066667
W,98,6,1469.2,1468.8,1468.4,1468.8
W,99,6,1469.2,1468.8,1467.2,1468.4
W,100,6,1468.4,1470,1470.4,1469.6
W,101,6,1284.4,1285.2,1286,1285.2
W,102,6,1286,1285.6,1285.6,1285.733333
W,103,6,1286,1286.4,1285.6,1286
W,104,6,1284.8,1284,1284.4,1284.4
W,105,6,1284.8,1284.4,1284,1284.4
W,106,6,1283.6,1284.8,1285.6,1284.666667
W,107,6,1286.4,1286,1284.8,1285.733333
W,108,6,1283.6,1282.4,1282.8,1282.933333
W,109,6,1283.2,1284,1283.6,1283.6
W,110,6,1283.2,1282.8,1283.2,1283.066667
W,1,7,2567.6,2568,2568,2567.866667
W,2,7,2568,2568.4,2568.8,2568.4
W,3,7,2569.2,2569.6,2570,2569.6
W,4,7,2570.4,2569.6,2568.4,2569.466667
W,5,7,2566.8,2566.4,2566.8,2566.666667
W,6,7,2568,2568.4,2568,2568.133333
W,7,7,2566.8,2566.8,2567.6,2567.066667
W,8,7,2568.8,2568.8,2568,2568.533333
W,9,7,2567.6,2568,2569.2,2568.266667
W,10,7,2570,2569.6,2568.8,2569.466667
W,11,7,2568,2568,2568,2568
W,12,7,2446.4,2446,2446.4,2446.266667
W,13,7,2446.4,2447.2,2447.2,2446.933333
W,14,7,2446.8,2446.4,2446.8,2446.666667
W,15,7,2447.2,2446.8,2446,2446.666667
W,16,7,2446,2446.8,2447.6,2446.8
W,17,7,2448.4,2448.4,2448.4,2448.4
W,18,7,2448,2448.4,2448.8,2448.4
W,19,7,2449.6,2449.6,2449.6,2449.6
W,20,7,2448.4,2448,2447.6,2448
W,21,7,2448,2447.6,2447.2,2447.6
W,22,7,2447.2,2447.2,2446.4,2446.933333
W,23,7,2469.6,2468.8,2468,2468.8
W,24,7,2467.2,2466.8,2466,2466.666667
W,25,7,2465.2,2465.2,2465.6,2465.333333
W,26,7,2466,2466,2466.4,2466.133333
W,27,7,2466.4,2466.8,2466.8,2466.666667
W,28,7,2467.6,2468.4,2469.2,2468.4
W,29,7,2469.6,2468.8,2468,2468.8
W,30,7,2467.2,2467.2,2467.2,2467.2
W,31,7,2467.2,2467.2,2467.2,2467.2
W,32,7,2467.2,2467.2,2467.2,2467.2
W,33,7,2467.2,2467.2,2472.4,2468.933333
W,34,7,2440.4,2440.8,2441.2,2440.8
W,35,7,2442.4,2442,2441.6,2442
W,36,7,2440.8,2441.6,2442.4,2441.6
W,37,7,2443.2,2443.6,2444.8,2443.866667
W,38,7,2446,2447.2,2448,2447.066667
W,39,7,2448.8,2449.6,2449.6,2449.333333
W,40,7,2449.6,2453.6,2458,2453.733333
W,41,7,2462.4,2458,2453.6,2458
W,42,7,2449.2,2449.2,2449.2,2449.2
W,43,7,2450,2451.6,2454,2451.866667
W,44,7,2455.2,2455.6,2455.2,2455.333333
W,45,7,2478.8,2479.2,2479.6,2479.2
W,46,7,2479.2,2479.6,2480,2479.6
W,47,7,2480.4,2480,2479.6,2480
W,48,7,2478.8,2478.4,2478,2478.4
W,49,7,2482.8,2488,2493.2,2488
W,50,7,2489.2,2484.8,2480.4,2484.8
W,51,7,2480,2479.2,2478.4,2479.2
W,52,7,2478,2478.4,2478.8,2478.4
W,53,7,2478.8,2482.4,2486,2482.4
W,54,7,2490.8,2487.6,2484,2487.466667
W,55,7,2479.2,2478,2477.6,2478.266667
W,56,7,2453.6,2453.6,2453.6,2453.6
W,57,7,2454.4,2454.4,2454.4,2454.4
W,58,7,2453.6,2453.6,2453.6,2453.6
W,59,7,2453.6,2453.2,2452.8,2453.2
W,60,7,2453.2,2453.6,2453.2,2453.333333
W,61,7,2452.4,2450.8,2449.6,2450.933333
W,62,7,2448.4,2448,2454,2450.133333
W,63,7,2460.4,2466.8,2461.2,2462.8
W,64,7,2455.2,2449.6,2450.4,2451.733333
W,65,7,2450.8,2450.4,2449.2,2450.133333
W,66,7,2448.4,2447.6,2447.6,2447.866667
W,67,7,2437.2,2437.6,2438,2437.6
W,68,7,2438.4,2438,2437.6,2438
W,69,7,2437.2,2436.8,2436.4,2436.8
W,70,7,2435.6,2435.6,2435.2,2435.466667
W,71,7,2435.6,2435.2,2435.2,2435.333333
W,72,7,2434.4,2434.4,2434.8,2434.533333
W,73,7,2436,2437.2,2438,2437.066667
W,74,7,2437.6,2436.4,2434.8,2436.266667
W,75,7,2433.6,2432,2431.2,2432.266667
W,76,7,2431.2,2432,2432.4,2431.866667
W,77,7,2433.2,2434.4,2435.6,2434.4
W,78,7,2451.6,2454.4,2455.6,2453.866667
W,79,7,2456,2454.8,2453.6,2454.8
W,80,7,2453.2,2453.2,2452,2452.8
W,81,7,2450.4,2449.6,2450.4,2450.133333
W,82,7,2450.8,2450.4,2449.6,2450.266667
W,83,7,2449.2,2449.6,2450,2449.6
W,84,7,2455.2,2459.6,2463.6,2459.466667
W,85,7,2460.4,2463.6,2472,2465.333333
W,86,7,2482.4,2484.4,2479.6,2482.133333
W,87,7,2474.8,2473.2,2473.6,2473.866667
W,88,7,2428,2426.8,2426.4,2427.066667
W,89,7,2425.6,2425.6,2425.2,2425.466667
W,90,7,2425.6,2426,2426.8,2426.133333
W,91,7,2427.2,2427.6,2427.2,2427.333333
W,92,7,2426.8,2427.2,2427.6,2427.2
W,93,7,2428,2426.8,2426.4,2427.066667
W,94,7,2426,2426.8,2426.8,2426.533333
W,95,7,2428.4,2432,2438,2432.8
W,96,7,2442.4,2444.8,2445.2,2444.133333
W,97,7,2445.6,2445.2,2444.8,2445.2
W,98,7,2443.6,2442.4,2441.2,2442.4
W,99,7,2440.8,2441.2,2441.6,2441.2
W,100,7,2435.6,2434.8,2433.2,2434.533333
W,101,7,2431.6,2432.4,2434,2432.666667
W,102,7,2435.6,2435.2,2434.4,2435.066667
W,103,7,2433.6,2433.6,2438.8,2435.333333
W,104,7,2444,2448.8,2442.8,2445.2
W,105,7,2436.8,2432.4,2433.6,2434.266667
W,106,7,2434.8,2433.6,2432.8,2433.733333
W,107,7,2432,2433.2,2434,2433.066667
W,108,7,2434.8,2434.4,2433.2,2434.133333
W,109,7,2432.4,2432.4,2434,2432.933333
W,110,7,2434.4,2433.6,2430.8,2432.933333
